x_data|y_data
box to ScanMyPhotos and back to you again is included in the pri|ox to ScanMyPhotos and back to you again is included in the pric
ce. That’s one of the least costly and most uncomplicated deals |e. That’s one of the least costly and most uncomplicated deals a
around. Other companies charge for shipping photo boxes. I asked|round. Other companies charge for shipping photo boxes. I asked 
 a photo editor at The Times if 300 dpi is sufficient for scanni|a photo editor at The Times if 300 dpi is sufficient for scannin
ng and she said that to print photos at larger sizes, a higher d|g and she said that to print photos at larger sizes, a higher dp
pi is preferable. ScanMyPhotos has such an option: a prepaid box|i is preferable. ScanMyPhotos has such an option: a prepaid box 
 for $259 for the same number of scans at 600 dpi instead of 300|for $259 for the same number of scans at 600 dpi instead of 300 
 dpi. A thumb drive is an additional $15. 95 a box. To find the |dpi. A thumb drive is an additional $15. 95 a box. To find the b
best place to scan photos and film, the Wirecutter, a consumer r|est place to scan photos and film, the Wirecutter, a consumer re
eview site owned by The New York Times, researched 37 different |view site owned by The New York Times, researched 37 different s
scanning services and tested the top 12 contenders. Memories Ren|canning services and tested the top 12 contenders. Memories Rene
ewed took the number one spot. The company, based in Minneapolis|wed took the number one spot. The company, based in Minneapolis,
, Minn. offered “the best combination of price, quality, and tur| Minn. offered “the best combination of price, quality, and turn
naround time of any service we tested,” Wirecutter said. I was p|around time of any service we tested,” Wirecutter said. I was pl
lanning to try the service however, according to the Memories Re|anning to try the service however, according to the Memories Ren
newed site, demand is so high at the moment that the lead time f|ewed site, demand is so high at the moment that the lead time fo
or most projects is more than two months. Scanning photos of any|r most projects is more than two months. Scanning photos of any 
 size up to 8. 5x11 is 60 cents a photo a thumb drive is $10 for|size up to 8. 5x11 is 60 cents a photo a thumb drive is $10 for 
 8 GB or $15 for 16 GB. Let’s say you don’t want to ship your ir|8 GB or $15 for 16 GB. Let’s say you don’t want to ship your irr
replaceable photos in the mail. Or maybe you’d rather that stran|eplaceable photos in the mail. Or maybe you’d rather that strang
gers not see your photos and home videos. You could buy a scanne|ers not see your photos and home videos. You could buy a scanner
r and scan your photos yourself, perhaps doing a batch for half | and scan your photos yourself, perhaps doing a batch for half a
an hour each day. Personally, I don’t want machines around my ho|n hour each day. Personally, I don’t want machines around my hom
me collecting dust (and fast becoming outdated). So I decided to|e collecting dust (and fast becoming outdated). So I decided to 
 try the new PhotoScan app by Google Photos. It’s free and enabl|try the new PhotoScan app by Google Photos. It’s free and enable
es users to scan prints with a smartphone. First things first: T|s users to scan prints with a smartphone. First things first: Th
hese are not scans. If you have prized photos in need of restora|ese are not scans. If you have prized photos in need of restorat
tion, then go with a professional. However if, like me, you have|ion, then go with a professional. However if, like me, you have 
 a bunch of travel photos — landscapes, food, monuments — that y|a bunch of travel photos — landscapes, food, monuments — that yo
ou’re keeping simply because you want to remember where you were|u’re keeping simply because you want to remember where you were 
 when, you may want to consider trying the app instead of giving|when, you may want to consider trying the app instead of giving 
 up some privacy and spending upward of $150. By and large, Phot|up some privacy and spending upward of $150. By and large, Photo
oScan is simple and quick, with almost no learning curve. If you|Scan is simple and quick, with almost no learning curve. If you 
 try it, just make sure to hold your phone level when asked to m|try it, just make sure to hold your phone level when asked to mo
ove it over the image. Remember these words: Don’t tilt your pho|ve it over the image. Remember these words: Don’t tilt your phon
ne! Most of the scans I made looked as good as the prints in ter|e! Most of the scans I made looked as good as the prints in term
ms of color and clarity. That said, this is unlikely to be your |s of color and clarity. That said, this is unlikely to be your s
solution if you want prints or have thousands of photos to scan.|olution if you want prints or have thousands of photos to scan. 
 Once you get the hang of PhotoScan, using it becomes a repetiti|Once you get the hang of PhotoScan, using it becomes a repetitiv
ve, vaguely activity. That is, unless the app crashes, which it |e, vaguely activity. That is, unless the app crashes, which it d
did several times. But I was still glad for it. Even when it cra|id several times. But I was still glad for it. Even when it cras
shed, it took only the tap of a finger to begin again. And you c|hed, it took only the tap of a finger to begin again. And you ca
an’t beat the price|n’t beat the price.
Finally. The Second Avenue subway opened in New York City on Sun|inally. The Second Avenue subway opened in New York City on Sund
day, with thousands of riders flooding into its polished station|ay, with thousands of riders flooding into its polished stations
s to witness a piece of history nearly a century in the making. | to witness a piece of history nearly a century in the making. T
They descended beneath the streets of the Upper East Side of Man|hey descended beneath the streets of the Upper East Side of Manh
hattan to board Q trains bound for Coney Island in Brooklyn. The|attan to board Q trains bound for Coney Island in Brooklyn. They
y cheered. Their eyes filled with tears. They snapped selfies in| cheered. Their eyes filled with tears. They snapped selfies in 
 front of colorful mosaics lining the walls of the stations. It |front of colorful mosaics lining the walls of the stations. It w
was the first day of 2017, and it felt like a new day for a city|as the first day of 2017, and it felt like a new day for a city 
 that for so long struggled to build this sorely needed subway l|that for so long struggled to build this sorely needed subway li
ine. In a rare display of unbridled optimism from hardened New Y|ne. In a rare display of unbridled optimism from hardened New Yo
orkers, they arrived with huge grins and wide eyes, taking in th|rkers, they arrived with huge grins and wide eyes, taking in the
e bells and whistles at three new stations. “I was very choked u| bells and whistles at three new stations. “I was very choked up
p,” Betsy Morris, 70, said as she rode the first train to leave |,” Betsy Morris, 70, said as she rode the first train to leave t
the 96th Street station, at noon. “How do you explain something |he 96th Street station, at noon. “How do you explain something t
that you never thought would happen? It’s going to change the wa|hat you never thought would happen? It’s going to change the way
y everybody lives as far as commuting goes. ” It was a major mom| everybody lives as far as commuting goes. ” It was a major mome
ent for New York’s sprawling transit system after decades of fai|nt for New York’s sprawling transit system after decades of fail
led efforts to bring the line to one of the few corners of Manha|ed efforts to bring the line to one of the few corners of Manhat
ttan the subway did not reach. The opening of the first segment |tan the subway did not reach. The opening of the first segment o
of the line — an extension of the Q train to 96th Street — promi|f the line — an extension of the Q train to 96th Street — promis
ses to lighten the crush of passengers on the Nos. 4, 5 and 6 tr|es to lighten the crush of passengers on the Nos. 4, 5 and 6 tra
ains along Lexington Avenue, the nation’s most overcrowded subwa|ins along Lexington Avenue, the nation’s most overcrowded subway
y line, which had been the only line on the Upper East Side of M| line, which had been the only line on the Upper East Side of Ma
anhattan. When the stations opened shortly before noon, they wer|nhattan. When the stations opened shortly before noon, they were
e quickly filled with giddy riders both young and old, and strol| quickly filled with giddy riders both young and old, and stroll
lers, suitcases and dogs — all familiar sights across the system|ers, suitcases and dogs — all familiar sights across the system.
. But for all the excitement, the line, with just three new stop| But for all the excitement, the line, with just three new stops
s, is much more modest than the ambitious route running the leng|, is much more modest than the ambitious route running the lengt
th of Manhattan that was once envisioned. It serves a relatively|h of Manhattan that was once envisioned. It serves a relatively 
 affluent and not very diverse part of the city, which has more |affluent and not very diverse part of the city, which has more t
than eight and a half million people and many and minority resid|han eight and a half million people and many and minority reside
ents who live far from a subway line. With the subway reaching i|nts who live far from a subway line. With the subway reaching it
ts highest ridership levels since 1948, much of the aging system|s highest ridership levels since 1948, much of the aging system 
 is plagued by crowding and delays, even as subway and bus fares|is plagued by crowding and delays, even as subway and bus fares 
 are expected to rise again in March. Still, there was reason to|are expected to rise again in March. Still, there was reason to 
 cheer. The opening of a new subway line is a rare occasion in t|cheer. The opening of a new subway line is a rare occasion in th
he United States and comes at a time of mounting concern about t|e United States and comes at a time of mounting concern about th
he deteriorating state of the nation’s infrastructure, from its |e deteriorating state of the nation’s infrastructure, from its r
roadways and bridges to its public transit systems. Few new subw|oadways and bridges to its public transit systems. Few new subwa
ay stations have opened in recent years, even as expansive subwa|y stations have opened in recent years, even as expansive subway
y networks have sprouted in Asia, and most American cities never| networks have sprouted in Asia, and most American cities never 
 built any in the first place. The major subways in the Northeas|built any in the first place. The major subways in the Northeast
t — in New York, Washington and Boston — are grappling with old | — in New York, Washington and Boston — are grappling with old e
equipment and funding shortfalls, with Washington experiencing a|quipment and funding shortfalls, with Washington experiencing a 
 near meltdown over safety problems. With mounting bills for bas|near meltdown over safety problems. With mounting bills for basi
ic maintenance, these subways have largely failed to grow. So th|c maintenance, these subways have largely failed to grow. So the
e arrival of the Second Avenue subway, which was first proposed | arrival of the Second Avenue subway, which was first proposed i
in the 1920s, was a notable achievement for the Metropolitan Tra|n the 1920s, was a notable achievement for the Metropolitan Tran
nsportation Authority, which runs the city’s vast network of sub|sportation Authority, which runs the city’s vast network of subw
ways, buses and commuter railroads. The first phase of the proje|ays, buses and commuter railroads. The first phase of the projec
ct took nearly a decade to build and cost about $4. 4 billion. W|t took nearly a decade to build and cost about $4. 4 billion. Wi
ith the opening, the map of the city’s loved and loathed subway |th the opening, the map of the city’s loved and loathed subway a
adds three new stations, bringing the total to 472 — the most of|dds three new stations, bringing the total to 472 — the most of 
 any subway in the world. A station that opened at Hudson Yards |any subway in the world. A station that opened at Hudson Yards o
on Manhattan’s Far West Side in 2015 was the city’s first new st|n Manhattan’s Far West Side in 2015 was the city’s first new sta
ation in a . On Sunday, New Yorkers were mesmerized by the artwo|tion in a . On Sunday, New Yorkers were mesmerized by the artwor
rk adorning the walls. At the 72nd Street stop, Sumana Harihares|k adorning the walls. At the 72nd Street stop, Sumana Hariharesw
wara stopped to gaze at a mosaic of a woman of South Asian desce|ara stopped to gaze at a mosaic of a woman of South Asian descen
nt dressed in a burgundy sari, looking at her cellphone. Ms. Har|t dressed in a burgundy sari, looking at her cellphone. Ms. Hari
ihareswara was overcome with emotion. “I don’t think I’ve ever c|hareswara was overcome with emotion. “I don’t think I’ve ever co
ome across subway art before that makes me feel so seen,” she sa|me across subway art before that makes me feel so seen,” she sai
id through tears. “This woman could be my aunt she could be my c|d through tears. “This woman could be my aunt she could be my co
ousin. ” She and a stranger exchanged a knowing glance. “Represe|usin. ” She and a stranger exchanged a knowing glance. “Represen
ntation matters,” they agreed. Ms. Harihareswara, a longtime tra|tation matters,” they agreed. Ms. Harihareswara, a longtime tran
nsit enthusiast from Astoria, Queens, said she was struck by the|sit enthusiast from Astoria, Queens, said she was struck by the 
 diversity portrayed in the mosaics, including a mural of a gay |diversity portrayed in the mosaics, including a mural of a gay c
couple holding hands. “There is no feeling quite like seeing you|ouple holding hands. “There is no feeling quite like seeing your
rself cemented into the infrastructure of New York,” Ms. Harihar|self cemented into the infrastructure of New York,” Ms. Harihare
eswara said. After decades of aborted efforts to build the Secon|swara said. After decades of aborted efforts to build the Second
d Avenue line, and at least three groundbreakings in the 1970s, | Avenue line, and at least three groundbreakings in the 1970s, c
construction on the current segment began in 2007. The line was |onstruction on the current segment began in 2007. The line was o
originally projected to open in 2013, but subway officials pushe|riginally projected to open in 2013, but subway officials pushed
d the deadline to the end of 2016 many years ago. Gov. Andrew M.| the deadline to the end of 2016 many years ago. Gov. Andrew M. 
 Cuomo, a Democrat who effectively controls the authority, press|Cuomo, a Democrat who effectively controls the authority, presse
ed officials to meet the December 2016 deadline even as concerns|d officials to meet the December 2016 deadline even as concerns 
 grew that the subway would not be ready in time. Still, the age|grew that the subway would not be ready in time. Still, the agen
ncy made the deadline — just barely — with a lavish inaugural ri|cy made the deadline — just barely — with a lavish inaugural rid
de on New Year’s Eve for a collection of dignitaries that culmin|e on New Year’s Eve for a collection of dignitaries that culmina
ated in a midnight toast. Although many New Yorkers believe the |ted in a midnight toast. Although many New Yorkers believe the c
city runs the subways, it is actually the governor who appoints |ity runs the subways, it is actually the governor who appoints t
the authority’s chairman and holds considerable sway over the ag|he authority’s chairman and holds considerable sway over the age
ency. Mr. Cuomo has capitalized on the Second Avenue opening to |ncy. Mr. Cuomo has capitalized on the Second Avenue opening to r
raise his national profile, overshadowing his frequent nemesis M|aise his national profile, overshadowing his frequent nemesis Ma
ayor Bill de Blasio, a Democrat who attended the inaugural ride |yor Bill de Blasio, a Democrat who attended the inaugural ride o
on Saturday but was not given a speaking slot. Despite general g|n Saturday but was not given a speaking slot. Despite general go
ood will over the opening, some transit advocates expressed conc|od will over the opening, some transit advocates expressed conce
erns over the high cost of the project and questioned whether of|rns over the high cost of the project and questioned whether off
ficials would move aggressively to extend the line to 125th Stre|icials would move aggressively to extend the line to 125th Stree
et in East Harlem as planned. On Sunday morning, Mr. Cuomo arriv|t in East Harlem as planned. On Sunday morning, Mr. Cuomo arrive
ed at the 96th Street station with the authority’s chairman, Tho|d at the 96th Street station with the authority’s chairman, Thom
mas F. Prendergast, to join the first trip for regular riders, w|as F. Prendergast, to join the first trip for regular riders, wh
ho cheered as the train pulled out of the station. Then Mr. Cuom|o cheered as the train pulled out of the station. Then Mr. Cuomo
o’s voice came over the loudspeaker. “Rest assured: I’m not driv|’s voice came over the loudspeaker. “Rest assured: I’m not drivi
ing the train,” he joked. The first day of service was smooth, a|ng the train,” he joked. The first day of service was smooth, al
lthough there were a few hiccups. Around 3 p. m. there were dela|though there were a few hiccups. Around 3 p. m. there were delay
ys on the Q line because of a train with mechanical problems at |s on the Q line because of a train with mechanical problems at t
the City Hall station. About an hour earlier, the elevator at th|he City Hall station. About an hour earlier, the elevator at the
e new 86th Street stop had begun to malfunction, stranding passe| new 86th Street stop had begun to malfunction, stranding passen
ngers above and below ground. Strollers were wheeled onto steep |gers above and below ground. Strollers were wheeled onto steep e
escalators. Parents became upset. Jill Tallmer, 62, and her moth|scalators. Parents became upset. Jill Tallmer, 62, and her mothe
er, Margot Tallmer, 91, contemplated visiting another day. “We’v|r, Margot Tallmer, 91, contemplated visiting another day. “We’ve
e been waiting for 10 years, or more, to ride,” the younger Ms. | been waiting for 10 years, or more, to ride,” the younger Ms. T
Tallmer said while standing with her mother, a lifelong New York|allmer said while standing with her mother, a lifelong New Yorke
er who is in a wheelchair. “Hopefully, it’s almost ready for us.|r who is in a wheelchair. “Hopefully, it’s almost ready for us. 
 ” It was not, and they left after a few minutes. At the 72nd St|” It was not, and they left after a few minutes. At the 72nd Str
reet station, George Braith, a jazz saxophonist, was being mobbe|eet station, George Braith, a jazz saxophonist, was being mobbed
d by an eager pack of veritable paparazzi. The reason for his ne| by an eager pack of veritable paparazzi. The reason for his new
wfound celebrity: His likeness is featured in a mosaic there. “W|found celebrity: His likeness is featured in a mosaic there. “Wo
ould you look at that guy?” Mr. Braith, 77, said. “Pretty handso|uld you look at that guy?” Mr. Braith, 77, said. “Pretty handsom
me fellow if you ask me. ” He is one of several local celebritie|e fellow if you ask me. ” He is one of several local celebrities
s portrayed in the artwork, including chef Daniel Boulud. In Mr.| portrayed in the artwork, including chef Daniel Boulud. In Mr. 
 Braith’s mosaic, he is clad in a slick red blazer and carrying |Braith’s mosaic, he is clad in a slick red blazer and carrying h
his signature Braithophone, alto and soprano saxophones melded i|is signature Braithophone, alto and soprano saxophones melded in
nto one. Taking the instrument from his suitcase, he obliged the|to one. Taking the instrument from his suitcase, he obliged the 
 crowd with a brief tune. “Are you famous?” a asked, seeing the |crowd with a brief tune. “Are you famous?” a asked, seeing the h
hubbub. “In the jazz world,” Mr. Braith replied. The man shook h|ubbub. “In the jazz world,” Mr. Braith replied. The man shook hi
is head and said, “Well, you’re immortalized as far as I’m conce|s head and said, “Well, you’re immortalized as far as I’m concer
rned. ” Another celebrant, Ian Ma, 15, lives in Sheepshead Bay, |ned. ” Another celebrant, Ian Ma, 15, lives in Sheepshead Bay, a
a waterfront neighborhood in southern Brooklyn that is nowhere n| waterfront neighborhood in southern Brooklyn that is nowhere ne
ear the new subway line. But he has been enchanted by trains sin|ar the new subway line. But he has been enchanted by trains sinc
ce he started rolling toy models on the floor as a child, he sai|e he started rolling toy models on the floor as a child, he said
d, and he cajoled his parents into giving him a ride. “I feel li|, and he cajoled his parents into giving him a ride. “I feel lik
ke I’ve been waiting for this train my whole life,” he said, see|e I’ve been waiting for this train my whole life,” he said, seem
mingly speaking for many others|ingly speaking for many others.
 pages into the journal found in Dylann S. Roof’s car — after th|pages into the journal found in Dylann S. Roof’s car — after the
e assertions of black inferiority, the lamentations over white p| assertions of black inferiority, the lamentations over white po
owerlessness, the longing for a race war — comes an incongruous |werlessness, the longing for a race war — comes an incongruous d
declaration. “I want state that I am morally opposed to psycholo|eclaration. “I want state that I am morally opposed to psycholog
gy,” wrote the young white supremacist who would murder nine bla|y,” wrote the young white supremacist who would murder nine blac
ck worshipers at Emanuel A. M. E. Church in Charleston, S. C. in|k worshipers at Emanuel A. M. E. Church in Charleston, S. C. in 
 June 2015. “It is a Jewish invention, and does nothing but inve|June 2015. “It is a Jewish invention, and does nothing but inven
nt diseases and tell people they have problems when they dont. ”|t diseases and tell people they have problems when they dont. ” 
 Mr. Roof, who plans to represent himself when the penalty phase|Mr. Roof, who plans to represent himself when the penalty phase 
 of his federal capital trial begins on Tuesday, apparently is d|of his federal capital trial begins on Tuesday, apparently is de
evoted enough to that proposition (or delusion, as some maintain|voted enough to that proposition (or delusion, as some maintain)
) to stake his life on it. Although a defense based on his psych| to stake his life on it. Although a defense based on his psycho
ological capacity might be his best opportunity to avoid executi|logical capacity might be his best opportunity to avoid executio
on, he seems steadfastly committed to preventing any public exam|n, he seems steadfastly committed to preventing any public exami
ination of his mental state or background. “I will not be callin|nation of his mental state or background. “I will not be calling
g mental health experts or presenting mental health evidence,” h| mental health experts or presenting mental health evidence,” he
e wrote to Judge Richard M. Gergel of Federal District Court on | wrote to Judge Richard M. Gergel of Federal District Court on D
Dec. 16, a day after a jury took only two hours to find him guil|ec. 16, a day after a jury took only two hours to find him guilt
ty of 33 counts, including hate crimes resulting in death, obstr|y of 33 counts, including hate crimes resulting in death, obstru
uction of religion and firearms violations. At a hearing on Wedn|ction of religion and firearms violations. At a hearing on Wedne
esday, Mr. Roof told the judge that he planned to make an openin|sday, Mr. Roof told the judge that he planned to make an opening
g statement but not call witnesses or present evidence on his be| statement but not call witnesses or present evidence on his beh
half. The testimony presented by prosecutors during the guilt ph|alf. The testimony presented by prosecutors during the guilt pha
ase of Mr. Roof’s trial detailed with gruesome precision how he |se of Mr. Roof’s trial detailed with gruesome precision how he h
had plotted and executed the massacre during a Wednesday night B|ad plotted and executed the massacre during a Wednesday night Bi
ible study in the church’s fellowship hall. It was less satisfyi|ble study in the church’s fellowship hall. It was less satisfyin
ng in revealing why he had done it. With his choice to sideline |g in revealing why he had done it. With his choice to sideline h
his legal team and represent himself, the second phase — when th|is legal team and represent himself, the second phase — when the
e same jury of nine whites and three blacks will decide whether | same jury of nine whites and three blacks will decide whether t
to sentence him to death or to life in prison — may prove little|o sentence him to death or to life in prison — may prove little 
 different. Death penalty experts said it was exceedingly rare f|different. Death penalty experts said it was exceedingly rare fo
or capital defendants to represent themselves after allowing law|r capital defendants to represent themselves after allowing lawy
yers to handle the initial part of a case. Mr. Roof, who also fa|ers to handle the initial part of a case. Mr. Roof, who also fac
ces a death penalty trial in state court, has not publicly expla|es a death penalty trial in state court, has not publicly explai
ined his reasoning. But legal filings strongly suggest a split w|ned his reasoning. But legal filings strongly suggest a split wi
ith his defenders about whether to argue that his rampage result|th his defenders about whether to argue that his rampage resulte
ed from mental illness. Mr. Roof’s lead lawyer, David I. Bruck, |d from mental illness. Mr. Roof’s lead lawyer, David I. Bruck, t
tried repeatedly to plant that notion during the guilt phase, kn|ried repeatedly to plant that notion during the guilt phase, kno
owing it might be his only chance. Because evidence of mitigatin|wing it might be his only chance. Because evidence of mitigating
g factors is supposed to be reserved for the penalty phase, Judg| factors is supposed to be reserved for the penalty phase, Judge
e Gergel allowed him little leeway. In his closing argument, whi| Gergel allowed him little leeway. In his closing argument, whil
le acknowledging Mr. Roof’s guilt, Mr. Bruck managed to tell the|e acknowledging Mr. Roof’s guilt, Mr. Bruck managed to tell the 
 jury that Mr. Roof subscribed to “the mad idea that he can make|jury that Mr. Roof subscribed to “the mad idea that he can make 
 things better by massacring the most virtuous, kind and gentle |things better by massacring the most virtuous, kind and gentle p
people he could ever have found. ” Mr. Bruck seeded his speech w|eople he could ever have found. ” Mr. Bruck seeded his speech wi
ith words like “abnormal,” “irrationality,” “senselessness,” “de|th words like “abnormal,” “irrationality,” “senselessness,” “del
lusional,” “obsession” and “perseveration,” a psychiatric term r|usional,” “obsession” and “perseveration,” a psychiatric term re
eferring to the uncontrollable repetition of a particular respon|ferring to the uncontrollable repetition of a particular respons
se. Mr. Bruck, one of the country’s most experienced death penal|e. Mr. Bruck, one of the country’s most experienced death penalt
ty litigators, portrayed his client as a loner whose most meanin|y litigators, portrayed his client as a loner whose most meaning
gful relationship seemed to be with his cat who staged hundreds |ful relationship seemed to be with his cat who staged hundreds o
of photographs of himself with no sign of friends whose racial h|f photographs of himself with no sign of friends whose racial ha
atred was ignited by internet searches and not personal experien|tred was ignited by internet searches and not personal experienc
ce who could not pinpoint during his confession to the F. B. I. |e who could not pinpoint during his confession to the F. B. I. h
how many he had killed, how long he had spent at the church or e|ow many he had killed, how long he had spent at the church or ev
ven what month it was who had no escape plan and left suicide no|en what month it was who had no escape plan and left suicide not
tes to his parents. “There was something in him that made him fe|es to his parents. “There was something in him that made him fee
el that he had to do it,” Mr. Bruck said, “and that is as much a|l that he had to do it,” Mr. Bruck said, “and that is as much as
s he knows. ” After receiving the results of a psychiatric exami| he knows. ” After receiving the results of a psychiatric examin
nation in November, Judge Gergel found Mr. Roof competent to sta|ation in November, Judge Gergel found Mr. Roof competent to stan
nd trial — meaning that he was capable of understanding the proc|d trial — meaning that he was capable of understanding the proce
eedings and assisting in his defense. At Mr. Bruck’s request, th|edings and assisting in his defense. At Mr. Bruck’s request, the
e judge scheduled a second competency hearing for Monday, but he| judge scheduled a second competency hearing for Monday, but he 
 signaled last week that he saw no reason to delay the penalty p|signaled last week that he saw no reason to delay the penalty ph
hase. The judge has repeatedly warned Mr. Roof against represent|ase. The judge has repeatedly warned Mr. Roof against representi
ing himself, including immediately after the verdicts, when he c|ng himself, including immediately after the verdicts, when he ca
alled it “a bad decision” and urged him to “fully appreciate the|lled it “a bad decision” and urged him to “fully appreciate the 
 implications. ” The warnings have had no discernible effect on |implications. ” The warnings have had no discernible effect on M
Mr. Roof, who has until Tuesday to reverse his decision to releg|r. Roof, who has until Tuesday to reverse his decision to relega
ate his lawyers to standby counsel. That status allows Mr. Bruck|te his lawyers to standby counsel. That status allows Mr. Bruck 
 and his team to offer guidance, but not to question witnesses o|and his team to offer guidance, but not to question witnesses or
r make objections. Prosecutors plan a procession of grief, perha| make objections. Prosecutors plan a procession of grief, perhap
ps calling dozens of members of victims’ families to testify abo|s calling dozens of members of victims’ families to testify abou
ut the impact of the killings. The prosecutors are also likely t|t the impact of the killings. The prosecutors are also likely to
o the considerable evidence of Mr. Roof’s premeditation and clea| the considerable evidence of Mr. Roof’s premeditation and clear
rly articulated racial intent. Death penalty experts said the ab|ly articulated racial intent. Death penalty experts said the abs
sence of mental health evidence to mitigate those aggravating fa|ence of mental health evidence to mitigate those aggravating fac
ctors could be decisive. “If the jury views Roof as evil and hav|tors could be decisive. “If the jury views Roof as evil and havi
ing made a knowing, intelligent choice to kill these innocent, c|ng made a knowing, intelligent choice to kill these innocent, ch
hurchgoing people in order to foment racial hatred, they are muc|urchgoing people in order to foment racial hatred, they are much
h more likely to impose the death penalty than if they believe h| more likely to impose the death penalty than if they believe hi
im to be a young and severely mentally ill person who acted unde|m to be a young and severely mentally ill person who acted under
r delusional racist beliefs,” said Robert Dunham, executive dire| delusional racist beliefs,” said Robert Dunham, executive direc
ctor of the Death Penalty Information Center, a research group. |tor of the Death Penalty Information Center, a research group. I
It would take only one holdout on the jury, which consists of 10|t would take only one holdout on the jury, which consists of 10 
 women and two men, to spare Mr. Roof from lethal injection. Jud|women and two men, to spare Mr. Roof from lethal injection. Judg
ge Gergel has ruled that the jurors can be told that prosecutors|e Gergel has ruled that the jurors can be told that prosecutors 
 had rejected Mr. Roof’s offer, through Mr. Bruck, to plead guil|had rejected Mr. Roof’s offer, through Mr. Bruck, to plead guilt
ty in exchange for a life sentence. Many in Charleston were reli|y in exchange for a life sentence. Many in Charleston were relie
eved by Mr. Roof’s conviction in light of the mistrial that had |ved by Mr. Roof’s conviction in light of the mistrial that had b
been declared 10 days earlier in the state murder prosecution of|een declared 10 days earlier in the state murder prosecution of 
 Michael T. Slager, the white North Charleston policeman whose f|Michael T. Slager, the white North Charleston policeman whose fa
atal shooting of a black motorist in 2015 was captured on video.|tal shooting of a black motorist in 2015 was captured on video. 
 Even those who oppose the death penalty on moral grounds, like |Even those who oppose the death penalty on moral grounds, like t
the Rev. Joseph A. Darby, a presiding elder for the African Meth|he Rev. Joseph A. Darby, a presiding elder for the African Metho
odist Episcopal Church in Charleston, said it would seem bewilde|dist Episcopal Church in Charleston, said it would seem bewilder
ring for Mr. Roof to escape capital punishment. “That could very|ing for Mr. Roof to escape capital punishment. “That could very 
 well be the end of the death penalty in America, because if the|well be the end of the death penalty in America, because if ther
re was ever justification for killing anybody, this is the case,|e was ever justification for killing anybody, this is the case,”
” Mr. Darby said. There is no consensus among members of the vic| Mr. Darby said. There is no consensus among members of the vict
tims’ families about Mr. Roof’s fate. When the Justice Departmen|ims’ families about Mr. Roof’s fate. When the Justice Department
t elected in May to seek the death penalty, it acted against the| elected in May to seek the death penalty, it acted against the 
 wishes of many and of the two women he had spared. Five relativ|wishes of many and of the two women he had spared. Five relative
es offered Mr. Roof a measure of forgiveness at a remarkable bon|s offered Mr. Roof a measure of forgiveness at a remarkable bond
d hearing two days after the shootings. But by law, those who te| hearing two days after the shootings. But by law, those who tes
stify now are prohibited from telling the jury what penalty they|tify now are prohibited from telling the jury what penalty they 
 think he should receive. “It’s going to be extremely emotional,|think he should receive. “It’s going to be extremely emotional, 
 powerful testimony,” said John H. Blume, a death penalty expert|powerful testimony,” said John H. Blume, a death penalty expert 
 who teaches at Cornell Law School, “and that emotion could impl|who teaches at Cornell Law School, “and that emotion could impli
icitly and misleadingly indicate to the jury that some of these |citly and misleadingly indicate to the jury that some of these p
people want the death penalty when it’s not the case. ” If Mr. R|eople want the death penalty when it’s not the case. ” If Mr. Ro
oof is sentenced to death, it will be the first time a jury has |of is sentenced to death, it will be the first time a jury has d
done so in a prosecution involving the federal hate crimes law, |one so in a prosecution involving the federal hate crimes law, a
according to experts on capital cases. That statute, which was b|ccording to experts on capital cases. That statute, which was br
roadened in 2009, does not carry a potential death sentence, but|oadened in 2009, does not carry a potential death sentence, but 
 Mr. Roof was also convicted of other crimes that do. A death se|Mr. Roof was also convicted of other crimes that do. A death sen
ntence most likely would give way to a yearslong series of appea|tence most likely would give way to a yearslong series of appeal
ls (in which Mr. Roof could not represent himself). Among the is|s (in which Mr. Roof could not represent himself). Among the iss
sues could be the composition of the jury, given that Mr. Roof a|ues could be the composition of the jury, given that Mr. Roof ac
cted rather passively as his own lawyer when it was selected the|ted rather passively as his own lawyer when it was selected the 
 withholding of evidence on mental health and other mitigating f|withholding of evidence on mental health and other mitigating fa
actors and Mr. Roof’s competence to stand trial and to represent|ctors and Mr. Roof’s competence to stand trial and to represent 
 himself. In 2008, the Supreme Court ruled in Indiana v. Edwards|himself. In 2008, the Supreme Court ruled in Indiana v. Edwards 
 that trial judges could insist on legal representation for defe|that trial judges could insist on legal representation for defen
ndants who are “competent enough to stand trial but who suffer f|dants who are “competent enough to stand trial but who suffer fr
rom severe mental illness to the point where they are not compet|om severe mental illness to the point where they are not compete
ent to conduct trial proceedings by themselves. ” Mr. Bruck and |nt to conduct trial proceedings by themselves. ” Mr. Bruck and h
his team have argued in court filings that Mr. Roof, a dropout, |is team have argued in court filings that Mr. Roof, a dropout, “
“has no right to represent himself in a capital trial, and even |has no right to represent himself in a capital trial, and even l
less so at the penalty phase. ” But in the 41 years since the Su|ess so at the penalty phase. ” But in the 41 years since the Sup
preme Court recognized a Sixth Amendment right of for criminal d|reme Court recognized a Sixth Amendment right of for criminal de
efendants, in Faretta v. California, the court has never specifi|fendants, in Faretta v. California, the court has never specific
cally narrowed that holding for death penalty trials, despite th|ally narrowed that holding for death penalty trials, despite the
eir complexity. Some death penalty opponents hope that Mr. Roof’|ir complexity. Some death penalty opponents hope that Mr. Roof’s
